version,category,feature_name,funded_by,funded_by_link,developed_by,developed_by_link,md_file
3.42,Profile Plots,Introduce custom tolerance for vector layers,Not specified,,Jean Felder,https://github.com/ptitjano,index.md
3.42,Data Providers,Execute SQL from layer context menu,Not specified,,Jürgen Fischer,https://github.com/jef-n,index.md
3.42,Programmability,Expose QgsGeos class to PyQGIS,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.42,Programmability,Make Z and M values accessible via QgsGeometry.as_numpy(),Not specified,,Till Frankenbach,https://github.com/merydian,index.md
3.42,Programmability,Python console interactive help,Not specified,,Yoann Quenach de Quivillic,https://github.com/YoannQDQ,index.md
3.42,Notable Fixes,Bug fixes by Even Rouault (Spatialys),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Even Rouault (Spatialys),https://www.spatialys.com/,index.md
3.42,Notable Fixes,Bug fixes by Alessandro Pasotti (QCooperative),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Alessandro Pasotti (QCooperative),https://www.qcooperative.net/,index.md
3.42,Notable Fixes,Bug fixes by Julien Cabieces (Oslandia),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Julien Cabieces (Oslandia),https://oslandia.com/en/,index.md
3.42,Notable Fixes,Bug fixes by Jacky Volpes (Oslandia),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Jacky Volpes (Oslandia),https://oslandia.com/en/,index.md
3.42,Notable Fixes,Bug fixes by Nyall Dawson (North Road),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.42,Notable Fixes,Bug fixes by Alexander Bruy (QCooperative),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Alexander Bruy (QCooperative),https://www.qcooperative.net/,index.md
3.42,Notable Fixes,Bug fixes by Mathieu Pellerin (OPENGIS),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Mathieu Pellerin (OPENGIS),https://opengis.ch/,index.md
3.42,Notable Fixes,Bug fixes by Stefanos Natsis (LutraConsulting),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Stefanos Natsis (LutraConsulting),https://www.lutraconsulting.co.uk/,index.md
3.42,Notable Fixes,Bug Fixes by Loïc Bartoletti (Oslandia),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Loïc Bartoletti (Oslandia),https://oslandia.com/en/,index.md
3.42,Notable Fixes,Bug Fixes by Germán Carrillo (OPENGIS),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Germán Carrillo (OPENGIS),https://opengis.ch/,index.md
3.44,Temporal,Allow WMS-T group node to expose time dimension,Ifremer,,Julien Cabieces,https://github.com/troopa81,index.md
3.44,Temporal,Add fixed date/time to raster temporal mode,Ifremer,,Julien Cabieces,https://github.com/troopa81,index.md
3.44,User Interface,Open a specific tab in the Message Log Panel,City of Frankfurt – Stadtplanungsamt,https://www.stadtplanungsamt-frankfurt.de/about_us_5645.html,Germán Carrillo,https://github.com/gacarrillor,index.md
3.44,Symbology,Add an option to delete unused categories in the categorized symbol renderer widget,Not specified,,Ben Wirf,https://github.com/benwirf,index.md
3.44,Labelling,Add settings for controlling margin around labels and preventing duplicate labels,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.44,3D Features,Cross-section tool,"Septima, Klimadatastyrelsen",,Matej Bagar,https://github.com/Withalion,index.md
3.44,3D Features,Globe view,Cesium Ecosystem Grant,,Lutra Consulting & North Road,,index.md
3.44,3D Features,Large 3D scene support,Cesium Ecosystem Grant,,Lutra Consulting & North Road,,index.md
3.44,Point Clouds,Update pdal_wrench to v1.2,Landesamt für Vermessung und Geoinformation Vorarlberg,,Jan Caha,https://github.com/JanCaha,index.md
3.44,Point Clouds,Allow COPC output for PDAL Algorithms,Landesamt für Vermessung und Geoinformation Vorarlberg,,Jan Caha,https://github.com/JanCaha,index.md
3.44,Point Clouds,Automatic utilization of COPC index files in processing tools,Landesamt für Vermessung und Geoinformation Vorarlberg,,Jan Caha,https://github.com/JanCaha,index.md
3.44,Point Clouds,Point cloud editing,"Septima, Klimadatastyrelsen",,Lutra Consulting,,index.md
3.44,Print Layouts,Add auto-wrap after setting for layout legends,"North Road, thanks to SLYR",,Nyall Dawson,https://github.com/nyalldawson,index.md
3.44,Expressions,Add repeat function and reverse variant for strings,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.44,Expressions,Expression functions to create CRS from string definition and to get authid from CRS,Not specified,,Alexander Bruy,https://github.com/alexbruy,index.md
3.44,Digitising,Add merge policies,the National Land Survey of Finland.,,Juho Ervasti,https://github.com/JuhoErvasti,index.md
3.44,Data Management,Use HEIGHT_AVERAGE from RPC when available,Not specified,,Even Rouault,https://github.com/rouault,index.md
3.44,Data Management,Allow field customisation when importing db tables,City of Canning,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.44,Data Management,"Add optional extent, expression based filter when importing tables to database",City of Canning,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.44,Data Management,Add stored query support to Execute SQL window,City of Canning,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.44,Data Management,Saving/Loading SQL queries from Execute SQL/Update SQL dialogs,City of Canning,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.44,Data Management,Allow for extra OAuth2 token(s) to be added into headers,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.44,Data Management,Convert field name Casing when importing vector layers,Ocean Winds,,Jan Caha,https://github.com/JanCaha,index.md
3.44,Data Management,Import selected features only to database table,Ocean Winds,,Jan Caha,https://github.com/JanCaha,index.md
3.44,Forms and Widgets,Switch between field names and field aliases in forms,the QGIS user group Switzerland,https://qgis.ch/,Germán Carrillo,https://github.com/gacarrillor,index.md
3.44,Forms and Widgets,Add a search box to Atrributes Form Designer,the QGIS user group Switzerland,https://qgis.ch,Germán Carrillo,https://github.com/gacarrillor,index.md
3.44,Analysis Tools,Add input parameters to the toolbox in the modeler,Hauts-de-France,https://www.hautsdefrance.fr/,Valentin Buira,https://github.com/ValentinBuira,index.md
3.44,Processing,"Port SAGA ""Fill Sinks Wang & Liu"" to native tool",Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.44,Processing,Add creation options UI to raster calculator,Not specified,,Alexander Bruy,https://github.com/alexbruy,index.md
3.44,Processing,Batch processing temporary output,Ocean Winds,,Jan Caha,https://github.com/JanCaha,index.md
3.44,Processing,Add basic drag and drop support in the model designer,Not specified,,Valentin Buira,https://github.com/ValentinBuira,index.md
3.44,Processing,Processing raster rank algorithm,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.44,Application and Project Options,"Add project setting for scale calculation, including new ""scale at equator"" method",Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.44,Application and Project Options,Add multiple country codes filter to Nominatim Geocoder Locator,level2,https://level2.si/,Uroš Preložnik,https://github.com/uprel,index.md
3.44,Profile Plots,Add support for subsections indicator,BRGM,,Jean Felder,https://github.com/ptitjano,index.md
3.44,Browser,Port SQL Query History to Browser,QGIS grant program 2025,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.44,Browser,Improved project management for PostgreSQL stored Projects,Ocean Winds,,Jan Caha,https://github.com/JanCaha,index.md
3.44,Browser,Show dialog when importing tables via browser and give users options to control import,City of Canning,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.44,Browser,Move table to another schema for PostgreSQL Provider,Ocean Winds,,Jan Caha,https://github.com/JanCaha,index.md
3.44,Browser,Enable field rename for PostgreSQL,Ocean Winds,,Jan Caha,https://github.com/JanCaha,index.md
3.44,Data Providers,Add a WFS parameter for featureMode,Not specified,,Even Rouault,https://github.com/rouault,index.md
3.44,Data Providers,Add connection setting for restricting PostgreSQL Schema,Regiodata,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.44,Data Providers,Add option to use POST requests for WFS connections,Dorset Council,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.44,Data Providers,Allow SQL queries as layer sources from SQL Server,City of Canning,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.44,QGIS Server,Allow configuring the server project cache size,Not specified,,Sandro Mani,https://github.com/manisandro,index.md
3.44,QGIS Server,Add server properties on layer tree group,Ifremer,,Julien Cabieces,https://github.com/troopa81,index.md
3.44,Programmability,Add method to convert shapely geometry to QGIS Geometry,Not specified,,Till Frankenbach,https://github.com/merydian,index.md
3.44,Programmability,Expose QGIS GPS Tools to Python API and Plugins,"the Danish Nature Agency, Naturstyrelsen",https://naturstyrelsen.dk/,Germán Carrillo,https://github.com/gacarrillor,index.md
3.44,Notable Fixes,Bug fixes by Even Rouault (Spatialys),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Even Rouault (Spatialys),https://www.spatialys.com/,index.md
3.44,Notable Fixes,Bug fixes by Alessandro Pasotti (QCooperative),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Alessandro Pasotti (QCooperative),https://www.qcooperative.net/,index.md
3.44,Notable Fixes,Bug fixes by Jacky Volpes (Oslandia),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Jacky Volpes (Oslandia),https://oslandia.com/en/,index.md
3.44,Notable Fixes,Bug fixes by Jean Felder (Oslandia),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Jean Felder (Oslandia),https://oslandia.com/en/,index.md
3.44,Notable Fixes,Bug fixes by Alexander Bruy (QCooperative),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Alexander Bruy (QCooperative),https://www.qcooperative.net/,index.md
3.44,Notable Fixes,Bug fixes by Stefanos Natsis (LutraConsulting),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Stefanos Natsis (LutraConsulting),https://www.lutraconsulting.co.uk/,index.md
3.44,Notable Fixes,Bug Fixes by Germán Carrillo (OPENGIS),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Germán Carrillo (OPENGIS),https://opengis.ch/,index.md
3.44,Notable Fixes,Bug fixes by Mathieu Pellerin (OPENGIS),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Mathieu Pellerin (OPENGIS),https://opengis.ch/,index.md
3.44,Notable Fixes,Bug fixes by Julien Cabieces (Oslandia),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Julien Cabieces (Oslandia),https://oslandia.com/en/,index.md
3.44,Notable Fixes,Bug fixes by Nyall Dawson (North Road),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.4,General,Flatpak,Aleix Pol,https://github.com/aleixpol,Aleix Pol,https://github.com/aleixpol,index.md
3.4,General,SVG files can be embedded in projects and symbols,SMEC/SJ,http://smec.com,Nyall Dawson,http://north-road.com,index.md
3.4,General,OpenCL based acceleration,QGIS.org,http://qgis.org,Alessandro Pasotti,http://qgis.org,index.md
3.4,Map Tools,Identify or select features based on existing polygon,Leicestershire County Council,,Peter Petrik (Lutra Consulting),https://www.lutraconsulting.co.uk/,index.md
3.4,User Interface,Auto selection of exported files in file manager,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.4,User Interface,"New ""Open Directory"" option for disabled welcome page projects",North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.4,User Interface,UX Improvements for Temporary Scratch Layers,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.4,User Interface,Task manager improvements,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.4,User Interface,Hyperlinks to local vector & raster datasets in the information panel,iMhere Asia,http://www.imhere-asia.com/,Mathieu Pellerin,http://www.imhere-asia.com/,index.md
3.4,User Interface,Style manager improvements,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.4,User Interface,Polished browser panel interface and experience,Not specified,,"Mathieu Pellerin (iMHere Asia), Nyall Dawson (North Road)",,index.md
3.4,User Interface,QML chart and drawings widget,QGIS Project,https://qgis.org/,David Signer and Matthias Kuhn (OPENGIS.ch),http://www.opengis.ch,index.md
3.4,Symbology,Mesh layer styling,Lutra Consulting,https://www.lutraconsulting.co.uk/,Peter Petrik (Lutra Consulting),https://www.lutraconsulting.co.uk/blog/2018/10/18/mdal/,index.md
3.4,Symbology,Classify symmetric in graduated renderer,Not specified,,Not specified,,index.md
3.4,Symbology,Partial QML export and import,qwat group,http://qwat.org/,Denis Rouzaud (OPENGIS.ch GmbH),http://www.opengis.ch,index.md
3.4,3D Features,Improved navigation,QGIS community through crowd-funding,https://www.lutraconsulting.co.uk/crowdfunding/more-qgis-3d/,Martin Dobias (Lutra Consulting),https://www.lutraconsulting.co.uk/,index.md
